"Name","Total Time","Total Time (CPU)","Hits"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","293 ms (-0%)","293 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","293 ms (-0%)","293 ms (-0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","293 ms (-0%)","293 ms (-0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                               org.springframework.web.filter.DelegatingFilterProxy.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate ()","293 ms (-0%)","293 ms (-0%)","1"
"                                 org.springframework.security.web.FilterChainProxy.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                  org.springframework.security.web.FilterChainProxy.doFilterInternal ()","293 ms (-0%)","293 ms (-0%)","1"
"                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                    org.springframework.web.filter.OncePerRequestFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal ()","293 ms (-0%)","293 ms (-0%)","1"
"                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                         org.springframework.web.filter.OncePerRequestFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal ()","293 ms (-0%)","293 ms (-0%)","1"
"                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                               org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                 org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                   org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                     org.springframework.security.web.session.SessionManagementFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                       org.springframework.security.web.access.ExceptionTranslationFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                         org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                          org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                           org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                            org.apache.catalina.core.ApplicationFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                             org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                              org.apache.tomcat.websocket.server.WsFilter.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                               org.apache.catalina.core.ApplicationFilterChain.doFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                 javax.servlet.http.HttpServlet.service ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                  org.springframework.web.servlet.FrameworkServlet.service ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                   javax.servlet.http.HttpServlet.service ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                    org.springframework.web.servlet.FrameworkServlet.doGet ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                     org.springframework.web.servlet.FrameworkServlet.processRequest ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                      org.springframework.web.servlet.DispatcherServlet.doService ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                       org.springframework.web.servlet.DispatcherServlet.doDispatch ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                        org.springframework.web.servlet.DispatcherServlet.processDispatchResult ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                         org.springframework.web.servlet.DispatcherServlet.render ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                          org.thymeleaf.spring5.view.ThymeleafView.render ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                           org.thymeleaf.spring5.view.ThymeleafView.renderFragment ()","293 ms (-0%)","293 ms (-0%)","1"
"                                                                            org.thymeleaf.TemplateEngine.getConfiguration ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                             org.thymeleaf.TemplateEngine.initialize ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                              org.thymeleaf.EngineConfiguration.<init> ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                               org.thymeleaf.DialectSetConfiguration.build ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                                org.thymeleaf.spring5.dialect.SpringStandardDialect.getExecutionAttributes ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                                 org.thymeleaf.standard.StandardDialect.getExecutionAttributes ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                                  org.thymeleaf.spring5.dialect.SpringStandardDialect.getVariableExpressionEvaluator ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                                   java.lang.ClassLoader.loadClass ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            java.lang.ClassLoader.loadClass ()","96.1 ms (-0%)","96.1 ms (-0%)","1"
"                                                                            org.thymeleaf.TemplateEngine.process ()","91.3 ms (-0%)","91.3 ms (-0%)","1"
"                                                                             org.thymeleaf.TemplateEngine.process ()","91.3 ms (-0%)","91.3 ms (-0%)","1"
"                                                                              org.thymeleaf.engine.TemplateManager.parseAndProcess ()","91.3 ms (-0%)","91.3 ms (-0%)","1"
"                                                                               org.thymeleaf.engine.ProcessorTemplateHandler.<init> ()","91.3 ms (-0%)","91.3 ms (-0%)","1"
"                                                                                java.lang.ClassLoader.loadClass ()","91.3 ms (-0%)","91.3 ms (-0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-2","114,608 ms (-0%)","105 ms (-0%)","1"
" java.lang.Thread.run ()","114,608 ms (-0%)","105 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","114,608 ms (-0%)","105 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","114,608 ms (-0%)","105 ms (-0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","114,608 ms (-0%)","105 ms (-0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","114,502 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","114,502 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","114,502 ms (-0%)","0.0 ms (0%)","2"
"        java.util.concurrent.LinkedBlockingQueue.take ()","114,502 ms (-0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","105 ms (-0%)","105 ms (-0%)","1"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","105 ms (-0%)","105 ms (-0%)","1"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","105 ms (-0%)","105 ms (-0%)","1"
"        org.apache.coyote.AbstractProcessorLight.process ()","105 ms (-0%)","105 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","105 ms (-0%)","105 ms (-0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","105 ms (-0%)","105 ms (-0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","105 ms (-0%)","105 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","105 ms (-0%)","105 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","105 ms (-0%)","105 ms (-0%)","1"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","105 ms (-0%)","105 ms (-0%)","1"
"               org.apache.catalina.core.StandardContextValve.invoke ()","105 ms (-0%)","105 ms (-0%)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","105 ms (-0%)","105 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","105 ms (-0%)","105 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","105 ms (-0%)","105 ms (-0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","105 ms (-0%)","105 ms (-0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                               org.springframework.web.filter.DelegatingFilterProxy.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate ()","105 ms (-0%)","105 ms (-0%)","1"
"                                 org.springframework.security.web.FilterChainProxy.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                  org.springframework.security.web.FilterChainProxy.doFilterInternal ()","105 ms (-0%)","105 ms (-0%)","1"
"                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                    org.springframework.web.filter.OncePerRequestFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal ()","105 ms (-0%)","105 ms (-0%)","1"
"                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                         org.springframework.web.filter.OncePerRequestFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal ()","105 ms (-0%)","105 ms (-0%)","1"
"                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                               org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                 org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                   org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                     org.springframework.security.web.session.SessionManagementFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                       org.springframework.security.web.access.ExceptionTranslationFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                         org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                          org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                           org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                            org.apache.catalina.core.ApplicationFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                             org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                              org.apache.tomcat.websocket.server.WsFilter.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                               org.apache.catalina.core.ApplicationFilterChain.doFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                 javax.servlet.http.HttpServlet.service ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                  org.springframework.web.servlet.FrameworkServlet.service ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                   javax.servlet.http.HttpServlet.service ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                    org.springframework.web.servlet.FrameworkServlet.doGet ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                     org.springframework.web.servlet.FrameworkServlet.processRequest ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                      org.springframework.web.servlet.DispatcherServlet.doService ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                       org.springframework.web.servlet.DispatcherServlet.doDispatch ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                        org.springframework.web.servlet.DispatcherServlet.processDispatchResult ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                         org.springframework.web.servlet.DispatcherServlet.render ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                          org.thymeleaf.spring5.view.ThymeleafView.render ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                           org.thymeleaf.spring5.view.ThymeleafView.renderFragment ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                            org.thymeleaf.TemplateEngine.process ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                             org.thymeleaf.TemplateEngine.process ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                              org.thymeleaf.engine.TemplateManager.parseAndProcess ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                               org.thymeleaf.engine.TemplateManager.createTemplateProcessingHandlerChain ()","105 ms (-0%)","105 ms (-0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
