"Name","Live Bytes","Live Objects"
"com.fasterxml.jackson.datatype.jsr310.deser.key.InstantKeyDeserializer","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.ConfigurationImpl$$Lambda$163.0x000000010021f840","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.JpaEvaluationContextExtension","16 B (0%)","1 (0%)"
"org.springframework.orm.jpa.ExtendedEntityManagerCreator$$Lambda$671.0x0000000100715c40","16 B (0%)","1 (0%)"
"org.thymeleaf.templateparser.raw.RawTemplateParser","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$StaticView","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.boot.rsocket.context.RSocketPortInfoApplicationContextInitializer$Listener","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.CallableMethodReturnValueHandler","16 B (0%)","1 (0%)"
"java.lang.ref.Cleaner","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.NCharTypeDescriptor","16 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Builder$$Lambda$198.0x0000000100296440","16 B (0%)","1 (0%)"
"org.springframework.cglib.core.internal.LoadingCache$1","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.JdbcTimestampTypeDescriptor$TimestampMutabilityPlan","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.expression.NoOpToken","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$292.0x000000010033a040","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$635.0x0000000100593440","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$315.0x0000000100378040","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener$ConditionEvaluationReportListener","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$68.0x0000000100129440","16 B (0%)","1 (0%)"
"java.lang.Runtime","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.ClobTypeDescriptor$5","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.ClobTypeDescriptor$4","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.ClobTypeDescriptor$3","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.ClobTypeDescriptor$2","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.LenientObjectToEnumConverterFactory$LenientToEnumConverter$$Lambda$166.0x000000010021ec40","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.BeanSerializerModifier[]","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor99","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor98","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor97","16 B (0%)","1 (0%)"
"java.nio.file.Files$AcceptAllFilter","16 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyEmbeddedImpl","16 B (0%)","1 (0%)"
"java.lang.System$LoggerFinder$$Lambda$41.0x00000001000ff040","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor92","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor91","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor90","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor96","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor95","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor94","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor93","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor89","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor88","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor87","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor86","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.IsoOffsetFormatter","16 B (0%)","1 (0%)"
"java.beans.EventSetDescriptor[]","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.internal.DDLFormatterImpl","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.SmallIntTypeDescriptor","16 B (0%)","1 (0%)"
"java.util.logging.Logging","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.dialect.internal.DialectFactoryInitiator","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.Parameters$$Lambda$800.0x0000000100765c40","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor81","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor80","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor85","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor84","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor83","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor82","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor78","16 B (0%)","1 (0%)"
"com.sun.management.internal.HotSpotDiagnostic","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor77","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.util.DefaultPrettyPrinter$NopIndenter","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor76","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor75","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor79","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactoryBeanSupport$$Lambda$678.0x0000000100713840","16 B (0%)","1 (0%)"
"org.hibernate.boot.internal.StandardEntityNotFoundDelegate","16 B (0%)","1 (0%)"
"java.lang.reflect.AnnotatedType[]","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor70","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor74","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor73","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor72","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor71","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor67","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.ZoneOffsetKeyDeserializer","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor66","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor65","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor64","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor69","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor68","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.TimestampTypeDescriptor","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$452.0x000000010043d840","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$27.0x00000001000a3040","16 B (0%)","1 (0%)"
"org.hibernate.bytecode.enhance.spi.LazyPropertyInitializer$1","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor63","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor62","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor61","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor60","16 B (0%)","1 (0%)"
"java.rmi.server.ObjID$$Lambda$61.0x00000001000f8840","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor56","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor55","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor54","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor53","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor59","16 B (0%)","1 (0%)"
"sun.net.ext.ExtendedSocketOptions$$Lambda$931.0x0000000100812c40","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor58","16 B (0%)","1 (0%)"
"java.io.FileDescriptor$1","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor57","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration$$Lambda$594.0x00000001004d6040","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.AbstractJpaQuery$TupleConverter","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BooleanTypeDescriptor","16 B (0%)","1 (0%)"
"javax.management.JMX","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor52","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor51","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor50","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor45","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor44","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor43","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor42","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor49","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor48","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor47","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor46","16 B (0%)","1 (0%)"
"org.hibernate.persister.internal.StandardPersisterClassResolver","16 B (0%)","1 (0%)"
"org.springframework.aop.TruePointcut","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor41","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor40","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.cursor.internal.RefCursorSupportInitiator","16 B (0%)","1 (0%)"
"org.springframework.security.web.PortResolverImpl","16 B (0%)","1 (0%)"
"org.thymeleaf.cache.StandardParsedTemplateEntryValidator","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$26.0x00000001000a3c40","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.util.privilegedactions.GetClassLoader","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.spi.DefaultThreadContextStack","16 B (0%)","1 (0%)"
"org.springframework.util.comparator.ComparableComparator","16 B (0%)","1 (0%)"
"org.hibernate.validator.HibernateValidator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$503.0x0000000100471840","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.connections.internal.MultiTenantConnectionProviderInitiator","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$72.0x000000010012f440","16 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIServerImpl_Stub","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.DefaultSchemaFilterProvider","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationSelectors$FirstDirectlyDeclared","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.security.servlet.SecurityFilterAutoConfiguration$$Lambda$580.0x0000000100482440","16 B (0%)","1 (0%)"
"org.springframework.transaction.interceptor.TransactionAttributeSourcePointcut$TransactionAttributeSourceClassFilter","16 B (0%)","1 (0%)"
"org.springframework.util.DefaultPropertiesPersister","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationUtils$$Lambda$450.0x000000010043e040","16 B (0%)","1 (0%)"
"org.h2.mvstore.type.StringDataType","16 B (0%)","1 (0%)"
"jdk.internal.module.ModuleTarget","16 B (0%)","1 (0%)"
"ch.qos.logback.core.LifeCycleManager","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.StandardForeignKeyExporter","16 B (0%)","1 (0%)"
"java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy","16 B (0%)","1 (0%)"
"org.springframework.security.core.authority.SimpleGrantedAuthority","16 B (0%)","1 (0%)"
"java.net.ServerSocket$2","16 B (0%)","1 (0%)"
"java.lang.Module$$Lambda$199.0x0000000100295840","16 B (0%)","1 (0%)"
"sun.net.www.protocol.jar.Handler","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda$138.0x00000001001f6840","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanInstantiator","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.LongSignature","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.FloatArrayValueExtractor","16 B (0%)","1 (0%)"
"sun.net.spi.DefaultProxySelector","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactoryBeanSupport$$Lambda$679.0x0000000100713c40","16 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments$$Lambda$968.0x0000000100865440","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$807.0x0000000100763840","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.Property$$Lambda$715.0x0000000100746440","16 B (0%)","1 (0%)"
"org.springframework.aop.aspectj.autoproxy.AspectJPrecedenceComparator","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$259.0x00000001002f5440","16 B (0%)","1 (0%)"
"java.lang.reflect.Proxy$$Lambda$255.0x00000001002f6c40","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$808.0x0000000100763c40","16 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyFieldImpl","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$554.0x000000010047ec40","16 B (0%)","1 (0%)"
"org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$252.0x00000001002f7840","16 B (0%)","1 (0%)"
"org.hibernate.boot.model.process.internal.ScanningCoordinator","16 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.DefaultSingletonBeanRegistry$$Lambda$253.0x00000001002f7c40","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$314.0x000000010035d440","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.LongNVarcharTypeDescriptor","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.IntegerTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext$$Lambda$569.0x0000000100486040","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ErrorProperties$Whitelabel","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.InetAddressFormatter","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$29.0x00000001000a2c40","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.config.JpaRepositoryConfigExtension$$Lambda$344.0x0000000100396040","16 B (0%)","1 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaMetadataProvider","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultUpdateEventListener","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.PropertyMapper$$Lambda$470.0x0000000100468c40","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.LenientObjectToEnumConverterFactory$LenientToEnumConverter$$Lambda$167.0x000000010021e040","16 B (0%)","1 (0%)"
"org.springframework.beans.ExtendedBeanInfoFactory","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.FixedValueGenerator","16 B (0%)","1 (0%)"
"javax.management.MBeanServerBuilder","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.SerializableTypeDescriptor$SerializableMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.data.util.ProxyUtils$$Lambda$364.0x00000001003a8040","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.Parameters$$Lambda$801.0x0000000100765040","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafTemplateAvailabilityProvider","16 B (0%)","1 (0%)"
"sun.nio.fs.NativeBuffers$1","16 B (0%)","1 (0%)"
"org.springframework.boot.task.TaskExecutorBuilder$$Lambda$879.0x00000001007d6040","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$28.0x00000001000a2840","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$813.0x0000000100762040","16 B (0%)","1 (0%)"
"org.hibernate.boot.internal.DefaultCustomEntityDirtinessStrategy","16 B (0%)","1 (0%)"
"org.springframework.boot.orm.jpa.hibernate.SpringImplicitNamingStrategy","16 B (0%)","1 (0%)"
"java.net.URLClassLoader$7","16 B (0%)","1 (0%)"
"org.thymeleaf.util.ProcessorComparators$PostProcessorPrecedenceComparator","16 B (0%)","1 (0%)"
"org.hibernate.boot.model.naming.ImplicitNamingStrategyJpaCompliantImpl","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotatedElementUtils$$Lambda$734.0x000000010074b040","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$DefaultCrudMethodMetadata$$Lambda$962.0x0000000100866c40","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.impl.UnknownSerializer","16 B (0%)","1 (0%)"
"org.springframework.boot.logging.logback.LogbackLoggingSystem","16 B (0%)","1 (0%)"
"org.hibernate.boot.registry.selector.internal.StrategySelectorImpl$$Lambda$607.0x00000001004d2840","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration$CglibAutoProxyConfiguration","16 B (0%)","1 (0%)"
"java.nio.file.attribute.FileAttribute[]","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.Mvc$Spring41MvcUriComponentsBuilderDelegate","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.YearKeyDeserializer","16 B (0%)","1 (0%)"
"antlr.Token","16 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.CriteriaBuilderImpl","16 B (0%)","1 (0%)"
"jdk.internal.module.DefaultRoots$$Lambda$9.0x0000000100062440","16 B (0%)","1 (0%)"
"java.net.InetAddress$PlatformNameService","16 B (0%)","1 (0%)"
"org.hibernate.type.TypeFactory$$Lambda$619.0x0000000100597040","16 B (0%)","1 (0%)"
"org.thymeleaf.EngineConfiguration$LinkBuilderComparator","16 B (0%)","1 (0%)"
"ch.qos.logback.core.spi.AppenderAttachableImpl","16 B (0%)","1 (0%)"
"java.net.URI$1","16 B (0%)","1 (0%)"
"sun.util.calendar.Gregorian","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$835.0x000000010077e440","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.BlobTypeDescriptor$BlobMutabilityPlan","16 B (0%)","1 (0%)"
"org.hibernate.hql.internal.HolderInstantiator$$Lambda$982.0x00000001008e8040","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BigIntTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$548.0x000000010047d440","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$13.0x0000000100063440","16 B (0%)","1 (0%)"
"org.hibernate.loader.entity.plan.LegacyBatchingEntityLoaderBuilder","16 B (0%)","1 (0%)"
"org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$157.0x000000010021a040","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.web.context.support.WebApplicationContextUtils$SessionObjectFactory","16 B (0%)","1 (0%)"
"org.apache.tomcat.websocket.server.WsContextListener","16 B (0%)","1 (0%)"
"org.springframework.data.util.NullableUtils$$Lambda$778.0x0000000100754440","16 B (0%)","1 (0%)"
"org.springframework.security.web.authentication.logout.CompositeLogoutHandler","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$219.0x0000000100290840","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$11.0x0000000100062c40","16 B (0%)","1 (0%)"
"org.springframework.security.web.access.ExceptionTranslationFilter$DefaultThrowableAnalyzer$$Lambda$855.0x0000000100795440","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$530.0x0000000100478c40","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer$$Lambda$263.0x00000001002f4440","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.GroupConversionHelper","16 B (0%)","1 (0%)"
"java.lang.ref.Reference$1","16 B (0%)","1 (0%)"
"org.springframework.boot.logging.LoggerConfigurationComparator","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectiveMethodResolver$$Lambda$843.0x0000000100790440","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.util.ConcurrentBag$$Lambda$599.0x00000001004d5440","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.PartTree$OrPart$$Lambda$823.0x0000000100779840","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$19.0x00000001000a5840","16 B (0%)","1 (0%)"
"org.hibernate.jpa.HibernatePersistenceProvider$1","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$DefaultCrudMethodMetadata$$Lambda$963.0x0000000100866040","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebProperties$Sort","16 B (0%)","1 (0%)"
"org.springframework.boot.context.FileEncodingApplicationListener","16 B (0%)","1 (0%)"
"org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider$DefaultPreAuthenticationChecks","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$244.0x00000001002c2040","16 B (0%)","1 (0%)"
"java.lang.reflect.Proxy$ProxyBuilder$$Lambda$197.0x0000000100296040","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaQueryMethod$$Lambda$812.0x0000000100762c40","16 B (0%)","1 (0%)"
"org.springframework.security.web.util.matcher.AnyRequestMatcher","16 B (0%)","1 (0%)"
"org.springframework.security.web.FilterInvocation$$Lambda$946.0x000000010083fc40","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder$$Lambda$639.0x0000000100592440","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$$Lambda$948.0x000000010083f440","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$65.0x0000000100128840","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.AnsiOutputApplicationListener$$Lambda$170.0x000000010021d440","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationSelectors$Nearest","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.AbstractJpaQuery$$Lambda$814.0x0000000100762440","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel$$Lambda$681.0x0000000100713440","16 B (0%)","1 (0%)"
"org.hibernate.engine.jndi.internal.JndiServiceImpl","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$66.0x0000000100128c40","16 B (0%)","1 (0%)"
"org.apache.logging.slf4j.SLF4JLoggerContextFactory","16 B (0%)","1 (0%)"
"org.hibernate.exception.internal.StandardSQLExceptionConverter","16 B (0%)","1 (0%)"
"org.springframework.security.web.PortMapperImpl","16 B (0%)","1 (0%)"
"org.attoparser.HtmlElement","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$22.0x00000001000a4840","16 B (0%)","1 (0%)"
"java.io.FilePermission$1","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.extract.internal.SequenceInformationExtractorLegacyImpl","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.batch.internal.BatchBuilderInitiator","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyNameAliases$$Lambda$585.0x00000001004d0440","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.SpringStandardConversionService","16 B (0%)","1 (0%)"
"org.hibernate.persister.internal.PersisterClassResolverInitiator","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.async.TimeoutCallableProcessingInterceptor","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0%)","1 (0%)"
"org.springframework.context.expression.StandardBeanExpressionResolver$1","16 B (0%)","1 (0%)"
"jdk.internal.jimage.decompressor.ZipDecompressorFactory","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$451.0x000000010043e440","16 B (0%)","1 (0%)"
"javax.validation.Validation$GetValidationProviderListAction","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$5","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$3","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$4","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$2","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.theme.FixedThemeResolver","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.SessionStoreDirectory","16 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityMetamodel$NoInDatabaseValueGenerationStrategy","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.RepeatableContainers$NoRepeatableContainers","16 B (0%)","1 (0%)"
"sun.rmi.server.Util$$Lambda$50.0x00000001000fcc40","16 B (0%)","1 (0%)"
