"Name","Total Time","Total Time (CPU)","Hits"
"                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                               org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                 org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                   org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                     org.springframework.security.web.session.SessionManagementFilter.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                       org.springframework.security.web.access.ExceptionTranslationFilter.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                         org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                          org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                           org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                            org.apache.catalina.core.ApplicationFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                             org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                              org.apache.tomcat.websocket.server.WsFilter.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                               org.apache.catalina.core.ApplicationFilterChain.doFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                                org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                                 javax.servlet.http.HttpServlet.service ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                                  org.springframework.web.servlet.FrameworkServlet.service ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                                   javax.servlet.http.HttpServlet.service ()","10.5 ms (-0%)","10.5 ms (-0%)","2"
"                                                                    org.springframework.web.servlet.FrameworkServlet.doPost ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                     org.springframework.web.servlet.FrameworkServlet.processRequest ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                      org.springframework.web.servlet.DispatcherServlet.doService ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                       org.springframework.web.servlet.DispatcherServlet.doDispatch ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                        org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                         org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                          org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                           org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                            org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                             org.springframework.web.method.support.InvocableHandlerMethod.doInvoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                              java.lang.reflect.Method.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                               jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                 jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                  com.app.bank.controller.Controller.withdrawPOST ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                   com.app.bank.service.BankClientService.withdraw ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                    com.app.bank.service.BankClientService.withdrawRON ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                     com.sun.proxy.$Proxy90.save ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                      org.springframework.aop.framework.JdkDynamicAopProxy.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                       org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                        org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                         org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                          org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$CrudMethodMetadataPopulatingMethodInterceptor.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                           org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                            org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                             org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                              org.springframework.transaction.interceptor.TransactionInterceptor.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                               org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                org.springframework.transaction.interceptor.TransactionInterceptor$$Lambda$970.0x0000000100066040.proceedWithInvocation ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                 org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                  org.springframework.data.projection.DefaultMethodInvokingMethodInterceptor.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                   org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                    org.springframework.data.repository.core.support.RepositoryFactorySupport$QueryExecutorMethodInterceptor.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                     org.springframework.data.repository.core.support.RepositoryFactorySupport$QueryExecutorMethodInterceptor.doInvoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                      org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                       org.springframework.data.repository.core.support.RepositoryFactorySupport$ImplementationMethodExecutionInterceptor.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                        org.springframework.data.repository.core.support.RepositoryComposition.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                         org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                          java.lang.reflect.Method.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                           jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                            jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                             jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                              org.springframework.data.jpa.repository.support.SimpleJpaRepository.save ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                               com.sun.proxy.$Proxy85.merge ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                 java.lang.reflect.Method.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                  jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                   jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                    jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                     com.sun.proxy.$Proxy85.merge ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                      org.springframework.orm.jpa.ExtendedEntityManagerCreator$ExtendedEntityManagerInvocationHandler.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                       java.lang.reflect.Method.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                        jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                         jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                          jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                           org.hibernate.internal.SessionImpl.merge ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                            org.hibernate.internal.SessionImpl.fireMerge ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                             org.hibernate.event.service.internal.EventListenerGroupImpl.fireEventOnEachListener ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                              org.hibernate.internal.SessionImpl$$Lambda$995.0x0000000100349c40.accept ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                               org.hibernate.event.internal.DefaultMergeEventListener.onMerge ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                org.hibernate.event.internal.DefaultMergeEventListener.onMerge ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                 org.hibernate.event.internal.DefaultMergeEventListener.entityIsPersistent ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                  org.hibernate.event.internal.DefaultMergeEventListener.copyValues ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                   org.hibernate.persister.entity.AbstractEntityPersister.getPropertyValues ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                    org.hibernate.tuple.entity.PojoEntityTuplizer.getPropertyValues ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                     org.hibernate.tuple.entity.AbstractEntityTuplizer.getPropertyValues ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                      org.hibernate.property.access.spi.GetterFieldImpl.get ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                       java.lang.reflect.Field.get ()","6.32 ms (-0%)","6.32 ms (-0%)","1"
"                                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    org.springframework.web.servlet.FrameworkServlet.doGet ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                     org.springframework.web.servlet.FrameworkServlet.processRequest ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                      org.springframework.web.servlet.DispatcherServlet.doService ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                       org.springframework.web.servlet.DispatcherServlet.doDispatch ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                        org.springframework.web.servlet.DispatcherServlet.processDispatchResult ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                         org.springframework.web.servlet.DispatcherServlet.render ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                          org.thymeleaf.spring5.view.ThymeleafView.render ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                           org.thymeleaf.spring5.view.ThymeleafView.renderFragment ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                            org.thymeleaf.TemplateEngine.process ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                             org.thymeleaf.TemplateEngine.process ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                              org.springframework.security.web.util.OnCommittedResponseWrapper$SaveContextPrintWriter.flush ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                               org.springframework.security.web.util.OnCommittedResponseWrapper$SaveContextPrintWriter.flush ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                org.apache.catalina.connector.CoyoteWriter.flush ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                 org.apache.catalina.connector.OutputBuffer.flush ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                  org.apache.catalina.connector.OutputBuffer.doFlush ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                   org.apache.coyote.Response.sendHeaders ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                    org.apache.coyote.Response.action ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                     org.apache.coyote.AbstractProcessor.action ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                      org.apache.coyote.http11.Http11Processor.prepareResponse ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                       org.apache.coyote.http11.Http11Processor.isConnectionToken ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                        org.apache.tomcat.util.http.parser.TokenList.parseTokenList ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                         org.apache.tomcat.util.http.parser.TokenList.parseTokenList ()","4.22 ms (-0%)","4.22 ms (-0%)","1"
"                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-6","2,956,388 ms (-0%)","21.7 ms (-0%)","1"
" java.lang.Thread.run ()","2,956,388 ms (-0%)","21.7 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","2,956,388 ms (-0%)","21.7 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","2,956,388 ms (-0%)","21.7 ms (-0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","2,956,388 ms (-0%)","21.7 ms (-0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","2,956,366 ms (-0%)","0.0 ms (0%)","4"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","2,956,366 ms (-0%)","0.0 ms (0%)","4"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","2,956,366 ms (-0%)","0.0 ms (0%)","4"
"        java.util.concurrent.LinkedBlockingQueue.take ()","2,956,366 ms (-0%)","0.0 ms (0%)","4"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","4"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","21.7 ms (-0%)","21.7 ms (-0%)","3"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","21.7 ms (-0%)","21.7 ms (-0%)","3"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","21.7 ms (-0%)","21.7 ms (-0%)","3"
"        org.apache.coyote.AbstractProcessorLight.process ()","21.7 ms (-0%)","21.7 ms (-0%)","3"
"         org.apache.coyote.http11.Http11Processor.service ()","21.7 ms (-0%)","21.7 ms (-0%)","3"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","21.7 ms (-0%)","21.7 ms (-0%)","3"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","21.7 ms (-0%)","21.7 ms (-0%)","3"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","21.7 ms (-0%)","21.7 ms (-0%)","3"
