"Name","Live Bytes","Live Objects"
"java.util.Collections$SetFromMap","2,880 B (0%)","120 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","2,880 B (0%)","40 (0%)"
"org.h2.jdbc.JdbcConnection","2,880 B (0%)","30 (0%)"
"java.util.HashMap$KeyIterator","2,840 B (0%)","71 (0%)"
"org.thymeleaf.engine.ElementDefinitions$HTMLElementDefinitionSpec","2,832 B (0%)","118 (0%)"
"org.springframework.core.annotation.SynthesizedMergedAnnotationInvocationHandler$$Lambda$437.0x0000000100430040","2,808 B (0%)","117 (0%)"
"org.springframework.beans.PropertyValue","2,784 B (0%)","58 (0%)"
"java.lang.RuntimePermission","2,784 B (0%)","116 (0%)"
"javax.management.MBeanInfo","2,784 B (0%)","58 (0%)"
"sun.reflect.annotation.AnnotationType","2,720 B (0%)","85 (0%)"
"org.h2.value.TypeInfo","2,680 B (0%)","67 (0%)"
"sun.reflect.generics.tree.MethodTypeSignature","2,656 B (0%)","83 (0%)"
"java.util.regex.Pattern$BmpCharProperty","2,640 B (0%)","110 (0%)"
"java.lang.invoke.DirectMethodHandle$Interface","2,640 B (0%)","66 (0%)"
"org.hibernate.hql.internal.ast.tree.Node","2,640 B (0%)","55 (0%)"
"org.h2.table.Column[]","2,624 B (0%)","61 (0%)"
"java.util.ResourceBundle$KeyElementReference","2,624 B (0%)","82 (0%)"
"java.lang.Double","2,568 B (0%)","107 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LRU","2,560 B (0%)","32 (0%)"
"java.security.Permission[]","2,544 B (0%)","106 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$6","2,544 B (0%)","106 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$7","2,544 B (0%)","106 (0%)"
"java.util.ImmutableCollections$List12","2,544 B (0%)","106 (0%)"
"java.security.Permissions$1","2,544 B (0%)","106 (0%)"
"java.security.PermissionsHash","2,544 B (0%)","106 (0%)"
"java.util.LinkedHashMap$LinkedEntrySet","2,512 B (0%)","157 (0%)"
"java.text.DateFormatSymbols","2,496 B (0%)","39 (0%)"
"java.sql.Statement[]","2,480 B (0%)","31 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LL","2,480 B (0%)","62 (0%)"
"java.util.concurrent.ConcurrentLinkedQueue","2,472 B (0%)","103 (0%)"
"java.util.ServiceLoader","2,464 B (0%)","44 (0%)"
"java.util.HashMap$KeySet","2,464 B (0%)","154 (0%)"
"org.h2.value.ValueLong","2,448 B (0%)","102 (0%)"
"java.util.zip.ZipFile$CleanableResource","2,432 B (0%)","76 (0%)"
"java.io.RandomAccessFile","2,432 B (0%)","76 (0%)"
"org.springframework.web.method.HandlerMethod","2,432 B (0%)","38 (0%)"
"org.apache.catalina.util.ManifestResource","2,400 B (0%)","75 (0%)"
"java.util.HashMap$EntrySet","2,384 B (0%)","149 (0%)"
"org.thymeleaf.model.IProcessableElementTag[]","2,376 B (0%)","22 (0%)"
"java.util.Arrays$ArrayItr","2,352 B (0%)","98 (0%)"
"org.h2.command.CommandContainer","2,352 B (0%)","49 (0%)"
"java.io.StringReader","2,320 B (0%)","58 (0%)"
"org.springframework.util.MimeType$$Lambda$213.0x000000010028a040","2,304 B (0%)","96 (0%)"
"org.h2.command.dml.Call","2,304 B (0%)","32 (0%)"
"java.text.DecimalFormat","2,304 B (0%)","16 (0%)"
"java.time.format.DateTimeFormatterBuilder$NumberPrinterParser","2,304 B (0%)","72 (0%)"
"java.util.jar.Attributes$Name","2,280 B (0%)","95 (0%)"
"javax.management.MBeanAttributeInfo","2,272 B (0%)","71 (0%)"
"org.h2.value.ValueInt","2,256 B (0%)","141 (0%)"
"sun.util.locale.StringTokenIterator","2,240 B (0%)","56 (0%)"
"org.hibernate.persister.entity.SingleTableEntityPersister","2,240 B (0%)","4 (0%)"
"org.apache.tomcat.util.http.ValuesEnumerator","2,240 B (0%)","70 (0%)"
"sun.util.locale.LanguageTag","2,240 B (0%)","56 (0%)"
"sun.util.locale.InternalLocaleBuilder","2,240 B (0%)","56 (0%)"
"org.springframework.web.method.HandlerMethod$HandlerMethodParameter","2,232 B (0%)","31 (0%)"
"java.util.ImmutableCollections$ListN","2,192 B (0%)","137 (0%)"
"org.springframework.http.HttpStatus","2,176 B (0%)","68 (0%)"
"java.lang.reflect.Field[]","2,152 B (0%)","56 (0%)"
"java.lang.annotation.ElementType[]","2,144 B (0%)","81 (0%)"
"javax.management.AttributeList","2,144 B (0%)","67 (0%)"
"org.springframework.core.io.ClassPathResource","2,136 B (0%)","89 (0%)"
"java.util.concurrent.atomic.AtomicBoolean","2,128 B (0%)","133 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$PropertyCacheKey","2,112 B (0%)","88 (0%)"
"java.lang.invoke.LambdaForm$Kind","2,112 B (0%)","66 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","2,112 B (0%)","44 (0%)"
"org.springframework.expression.spel.ExpressionState","2,080 B (0%)","52 (0%)"
"org.thymeleaf.engine.ProcessorExecutionVars","2,080 B (0%)","65 (0%)"
"org.springframework.boot.autoconfigure.condition.OnClassCondition","2,064 B (0%)","86 (0%)"
"org.springframework.asm.Type","2,048 B (0%)","64 (0%)"
"org.hibernate.internal.SessionImpl","2,040 B (0%)","15 (0%)"
"org.springframework.core.type.MethodMetadata[]","2,024 B (0%)","86 (0%)"
"ch.qos.logback.classic.spi.StackTraceElementProxy","2,016 B (0%)","84 (0%)"
"org.hibernate.engine.jdbc.Size","2,016 B (0%)","63 (0%)"
"org.springframework.cglib.core.Signature","2,016 B (0%)","84 (0%)"
"org.hibernate.internal.CoreMessageLogger_$logger","2,000 B (0%)","125 (0%)"
"org.h2.util.SmallLRUCache","1,984 B (0%)","31 (0%)"
"sun.reflect.generics.tree.TypeVariableSignature","1,984 B (0%)","124 (0%)"
"java.util.ResourceBundle$BundleReference","1,968 B (0%)","41 (0%)"
"java.util.regex.Pattern$GroupTail","1,968 B (0%)","82 (0%)"
"com.sun.management.internal.DiagnosticCommandInfo","1,968 B (0%)","41 (0%)"
"sun.reflect.generics.tree.TypeSignature[]","1,944 B (0%)","83 (0%)"
"org.h2.expression.ExpressionColumn","1,920 B (0%)","40 (0%)"
"com.sun.proxy.$Proxy32","1,920 B (0%)","120 (0%)"
"java.util.regex.Pattern$Slice","1,896 B (0%)","79 (0%)"
"java.util.regex.Pattern$GroupHead","1,896 B (0%)","79 (0%)"
"java.security.BasicPermissionCollection","1,888 B (0%)","59 (0%)"
"sun.security.util.LazyCodeSourcePermissionCollection","1,856 B (0%)","58 (0%)"
"java.util.concurrent.atomic.AtomicLong","1,848 B (0%)","77 (0%)"
"java.util.zip.ZipFile$Source$Key","1,824 B (0%)","76 (0%)"
"org.springframework.web.servlet.mvc.method.RequestMappingInfo","1,824 B (0%)","38 (0%)"
"sun.reflect.generics.scope.MethodScope","1,800 B (0%)","75 (0%)"
"org.apache.tomcat.util.res.StringManager$1","1,792 B (0%)","32 (0%)"
"org.hibernate.type.descriptor.sql.VarcharTypeDescriptor$2","1,792 B (0%)","56 (0%)"
"java.util.GregorianCalendar","1,792 B (0%)","16 (0%)"
"java.time.format.DateTimeFormatterBuilder$DateTimePrinterParser[]","1,792 B (0%)","46 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap$EntrySetIterator","1,792 B (0%)","56 (0%)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition","1,776 B (0%)","74 (0%)"
"org.springframework.expression.common.LiteralExpression","1,776 B (0%)","111 (0%)"
"java.util.ServiceLoader$LazyClassPathLookupIterator","1,760 B (0%)","44 (0%)"
"org.springframework.web.servlet.handler.DispatcherServletWebRequest","1,760 B (0%)","44 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData[]","1,760 B (0%)","44 (0%)"
"com.zaxxer.hikari.pool.PoolEntry","1,736 B (0%)","31 (0%)"
"org.h2.expression.Expression[]","1,728 B (0%)","77 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLIIL","1,728 B (0%)","27 (0%)"
"org.h2.command.dml.Select","1,728 B (0%)","8 (0%)"
"java.util.LinkedHashMap$LinkedValueIterator","1,728 B (0%)","54 (0%)"
"org.hibernate.sql.Alias","1,704 B (0%)","71 (0%)"
"org.springframework.core.annotation.AttributeMethods","1,696 B (0%)","53 (0%)"
"org.springframework.web.context.request.ServletWebRequest","1,680 B (0%)","42 (0%)"
"java.lang.Object[][]","1,664 B (0%)","35 (0%)"
"org.h2.table.TableFilter","1,664 B (0%)","13 (0%)"
"sun.util.calendar.Gregorian$Date","1,632 B (0%)","17 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings","1,632 B (0%)","68 (0%)"
"com.fasterxml.jackson.databind.introspect.AnnotationMap[]","1,608 B (0%)","62 (0%)"
"org.hibernate.dialect.function.StandardSQLFunction","1,608 B (0%)","67 (0%)"
"com.sun.proxy.$Proxy1","1,600 B (0%)","100 (0%)"
"java.util.Enumeration[]","1,584 B (0%)","66 (0%)"
"java.lang.CompoundEnumeration","1,584 B (0%)","66 (0%)"
"java.time.temporal.ValueRange","1,584 B (0%)","33 (0%)"
"java.util.Properties","1,568 B (0%)","28 (0%)"
"sun.security.provider.HashDrbg","1,568 B (0%)","14 (0%)"
"byte[][]","1,568 B (0%)","1 (0%)"
"org.h2.value.ValueInt[]","1,568 B (0%)","2 (0%)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","1,560 B (0%)","39 (0%)"
"org.hibernate.engine.internal.StatefulPersistenceContext","1,560 B (0%)","15 (0%)"
"javax.management.MBeanOperationInfo","1,560 B (0%)","39 (0%)"
"org.springframework.expression.spel.standard.TokenKind","1,536 B (0%)","48 (0%)"
"com.fasterxml.jackson.databind.type.SimpleType","1,536 B (0%)","32 (0%)"
"java.util.regex.Pattern$Branch","1,536 B (0%)","48 (0%)"
"org.thymeleaf.cache.ExpressionCacheKey","1,504 B (0%)","47 (0%)"
"org.thymeleaf.engine.ProcessorTemplateHandler","1,496 B (0%)","11 (0%)"
"java.util.WeakHashMap$KeySet","1,488 B (0%)","93 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync","1,488 B (0%)","31 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor$OptimalPropertyAccessor","1,488 B (0%)","62 (0%)"
"org.attoparser.HtmlBodyElement","1,472 B (0%)","46 (0%)"
"org.springframework.beans.BeanWrapperImpl","1,440 B (0%)","18 (0%)"
"org.hibernate.engine.internal.MutableEntityEntry","1,440 B (0%)","30 (0%)"
"jdk.internal.reflect.BootstrapConstructorAccessorImpl","1,424 B (0%)","89 (0%)"
"jdk.internal.module.SystemModuleFinders$2","1,416 B (0%)","59 (0%)"
"java.util.ServiceLoader$ModuleServicesLookupIterator","1,408 B (0%)","44 (0%)"
"java.util.ImmutableCollections$ListItr","1,408 B (0%)","44 (0%)"
"java.util.PropertyResourceBundle","1,400 B (0%)","35 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder","1,400 B (0%)","35 (0%)"
"org.thymeleaf.engine.StandaloneElementTag","1,400 B (0%)","25 (0%)"
"javax.management.MBeanParameterInfo","1,376 B (0%)","43 (0%)"
"javax.management.MBeanOperationInfo[]","1,376 B (0%)","47 (0%)"
"jdk.internal.math.FDBigInteger[]","1,376 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$Provides","1,368 B (0%)","57 (0%)"
"java.time.format.DateTimeFormatter","1,360 B (0%)","34 (0%)"
"com.sun.proxy.$Proxy21","1,360 B (0%)","85 (0%)"
"org.thymeleaf.engine.TemplateModelController$SkipBody[]","1,352 B (0%)","12 (0%)"
"org.apache.tomcat.util.http.parser.AcceptLanguage","1,344 B (0%)","56 (0%)"
"sun.nio.ch.SocketChannelImpl","1,344 B (0%)","12 (0%)"
"org.h2.expression.ExpressionVisitor","1,344 B (0%)","28 (0%)"
"java.util.StringTokenizer","1,344 B (0%)","28 (0%)"
"sun.util.locale.ParseStatus","1,344 B (0%)","56 (0%)"
"org.springframework.core.type.StandardAnnotationMetadata","1,344 B (0%)","42 (0%)"
"org.thymeleaf.standard.processor.StandardConditionalFixedValueTagProcessor","1,344 B (0%)","24 (0%)"
"java.lang.Character$UnicodeBlock[]","1,328 B (0%)","1 (0%)"
"org.springframework.core.type.classreading.SimpleAnnotationMetadataReadingVisitor$Source","1,328 B (0%)","83 (0%)"
"org.h2.util.ColumnNamerConfiguration","1,320 B (0%)","33 (0%)"
"org.thymeleaf.engine.ElementTagStructureHandler","1,320 B (0%)","11 (0%)"
"java.security.Provider$UString","1,320 B (0%)","55 (0%)"
"org.h2.message.Trace","1,312 B (0%)","41 (0%)"
"com.sun.management.internal.DiagnosticCommandImpl$Wrapper","1,312 B (0%)","41 (0%)"
"java.util.regex.Matcher","1,296 B (0%)","18 (0%)"
"java.util.regex.Pattern$BmpCharPropertyGreedy","1,296 B (0%)","54 (0%)"
"org.h2.expression.function.Function","1,280 B (0%)","32 (0%)"
"sun.net.www.protocol.jar.URLJarFile","1,280 B (0%)","16 (0%)"
"org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper","1,280 B (0%)","8 (0%)"
"java.util.PropertyPermission","1,280 B (0%)","40 (0%)"
"java.util.regex.Pattern$Node[]","1,280 B (0%)","48 (0%)"
"java.math.BigInteger[]","1,280 B (0%)","39 (0%)"
"com.sun.proxy.$Proxy0","1,248 B (0%)","78 (0%)"
"com.sun.proxy.$Proxy4","1,248 B (0%)","78 (0%)"
"java.net.InetAddress$InetAddressHolder","1,248 B (0%)","39 (0%)"
"java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser","1,248 B (0%)","78 (0%)"
"java.text.DecimalFormatSymbols","1,224 B (0%)","17 (0%)"
"java.beans.PropertyDescriptor","1,224 B (0%)","17 (0%)"
"org.springframework.web.servlet.mvc.condition.PatternsRequestCondition","1,216 B (0%)","38 (0%)"
"org.h2.mvstore.Page$Leaf","1,200 B (0%)","25 (0%)"
"java.time.temporal.ChronoField","1,200 B (0%)","30 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod","1,200 B (0%)","15 (0%)"
"org.h2.util.CloseWatcher","1,200 B (0%)","30 (0%)"
"java.math.BigDecimal","1,200 B (0%)","30 (0%)"
"java.lang.Integer[]","1,184 B (0%)","4 (0%)"
"java.util.regex.Pattern$BitClass","1,176 B (0%)","49 (0%)"
"org.springframework.expression.spel.ast.PropertyOrFieldReference","1,176 B (0%)","21 (0%)"
"jdk.internal.module.SystemModuleFinders$SystemModuleReader","1,176 B (0%)","49 (0%)"
"java.lang.module.ResolvedModule","1,176 B (0%)","49 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock","1,176 B (0%)","49 (0%)"
"org.springframework.web.context.request.ServletRequestAttributes","1,160 B (0%)","29 (0%)"
"org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor$$Lambda$439.0x0000000100437840","1,152 B (0%)","48 (0%)"
"org.hibernate.validator.internal.metadata.raw.ConstrainedExecutable","1,152 B (0%)","24 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$$Lambda$443.0x0000000100436c40","1,152 B (0%)","48 (0%)"
"org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$$Lambda$444.0x0000000100436040","1,152 B (0%)","48 (0%)"
"ch.qos.logback.classic.spi.ClassPackagingData","1,152 B (0%)","48 (0%)"
"java.lang.invoke.MemberName[]","1,152 B (0%)","8 (0%)"
"org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$$Lambda$442.0x0000000100436840","1,152 B (0%)","48 (0%)"
"java.util.concurrent.atomic.LongAdder","1,152 B (0%)","36 (0%)"
"org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor$$Lambda$438.0x0000000100430440","1,152 B (0%)","48 (0%)"
"org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$$Lambda$441.0x0000000100437440","1,152 B (0%)","48 (0%)"
"jdk.internal.loader.BuiltinClassLoader$LoadedModule","1,152 B (0%)","48 (0%)"
"org.h2.result.LocalResultImpl","1,144 B (0%)","13 (0%)"
"org.h2.mvstore.tx.Transaction","1,144 B (0%)","13 (0%)"
"sun.net.www.protocol.file.FileURLConnection","1,144 B (0%)","11 (0%)"
"org.apache.juli.logging.DirectJDKLog","1,136 B (0%)","71 (0%)"
"org.springframework.context.support.MessageSourceAccessor","1,128 B (0%)","47 (0%)"
"java.lang.invoke.VarHandleObjects$FieldInstanceReadWrite","1,120 B (0%)","28 (0%)"
"org.springframework.web.method.HandlerMethod$ReturnValueMethodParameter","1,120 B (0%)","14 (0%)"
"org.h2.index.MetaIndex","1,120 B (0%)","14 (0%)"
"java.time.format.DateTimeFormatterBuilder$CompositePrinterParser","1,104 B (0%)","46 (0%)"
"org.springframework.security.web.util.OnCommittedResponseWrapper$SaveContextPrintWriter","1,104 B (0%)","23 (0%)"
"java.nio.DirectByteBuffer","1,088 B (0%)","17 (0%)"
"org.hibernate.service.spi.ServiceBinding","1,088 B (0%)","34 (0%)"
"java.util.LinkedList$ListItr","1,088 B (0%)","34 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationParserConverter","1,088 B (0%)","34 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter","1,088 B (0%)","34 (0%)"
"com.sun.proxy.$Proxy5","1,072 B (0%)","67 (0%)"
"javax.management.openmbean.ArrayType","1,064 B (0%)","19 (0%)"
"sun.util.calendar.ZoneInfo","1,064 B (0%)","19 (0%)"
"jdk.internal.loader.URLClassPath$1","1,056 B (0%)","33 (0%)"
"java.util.concurrent.atomic.AtomicReference","1,056 B (0%)","66 (0%)"
"com.sun.beans.util.Cache$CacheEntry","1,056 B (0%)","33 (0%)"
"org.hibernate.event.service.internal.EventListenerGroupImpl","1,056 B (0%)","33 (0%)"
"org.thymeleaf.context.WebEngineContext$RequestAttributesVariablesMap","1,056 B (0%)","11 (0%)"
"org.apache.coyote.ActionCode","1,056 B (0%)","44 (0%)"
"java.lang.invoke.VarHandle$AccessDescriptor","1,056 B (0%)","33 (0%)"
"java.util.ServiceLoader$2","1,056 B (0%)","44 (0%)"
"com.fasterxml.jackson.databind.introspect.MemberKey","1,056 B (0%)","44 (0%)"
"java.lang.Long[]","1,040 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectivePropertyAccessor","1,040 B (0%)","26 (0%)"
"java.lang.Byte[]","1,040 B (0%)","1 (0%)"
"java.io.BufferedInputStream","1,040 B (0%)","26 (0%)"
"com.sun.proxy.$Proxy30","1,040 B (0%)","65 (0%)"
"java.lang.Short[]","1,040 B (0%)","1 (0%)"
"org.h2.expression.function.FunctionInfo[]","1,032 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","1,032 B (0%)","43 (0%)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo[]","1,024 B (0%)","41 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXSimpleType","1,024 B (0%)","32 (0%)"
"org.thymeleaf.engine.Model","1,024 B (0%)","32 (0%)"
"org.springframework.data.jpa.mapping.JpaPersistentPropertyImpl","1,024 B (0%)","8 (0%)"
"sun.reflect.generics.tree.Wildcard","1,008 B (0%)","42 (0%)"
"com.zaxxer.hikari.util.FastList","1,008 B (0%)","42 (0%)"
"java.security.SecureRandom","1,008 B (0%)","14 (0%)"
"org.apache.tomcat.util.http.parser.Cookie$ByteBuffer","1,008 B (0%)","42 (0%)"
"org.springframework.core.convert.Property","1,000 B (0%)","25 (0%)"
"org.springframework.core.log.CompositeLog","1,000 B (0%)","25 (0%)"
"org.springframework.format.support.FormattingConversionService$PrinterConverter","992 B (0%)","31 (0%)"
"org.h2.expression.Parameter","992 B (0%)","31 (0%)"
"java.lang.invoke.VarHandle$AccessMode","992 B (0%)","31 (0%)"
"java.util.regex.Pattern$Start","984 B (0%)","41 (0%)"
"java.util.concurrent.locks.ReentrantLock","976 B (0%)","61 (0%)"
"org.h2.table.IndexColumn[]","968 B (0%)","33 (0%)"
"org.springframework.web.context.request.async.StandardServletAsyncWebRequest","960 B (0%)","15 (0%)"
"java.util.AbstractList$ListItr","960 B (0%)","30 (0%)"
"org.springframework.web.context.support.ServletRequestHandledEvent","960 B (0%)","15 (0%)"
"java.security.Provider$EngineDescription","960 B (0%)","30 (0%)"
"org.springframework.security.web.context.HttpSessionSecurityContextRepository$SaveToSessionResponseWrapper","960 B (0%)","15 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey","960 B (0%)","40 (0%)"
"java.util.EnumMap","960 B (0%)","24 (0%)"
"org.springframework.web.servlet.FlashMap","960 B (0%)","15 (0%)"
"org.springframework.expression.spel.ast.PropertyOrFieldReference$AccessorLValue","960 B (0%)","30 (0%)"
"org.springframework.beans.factory.config.DependencyDescriptor","960 B (0%)","15 (0%)"
"org.hibernate.engine.spi.ActionQueue","960 B (0%)","15 (0%)"
"org.springframework.boot.context.properties.source.PropertyMapping[]","960 B (0%)","13 (0%)"
"com.sun.jmx.mbeanserver.MXBeanSupport","960 B (0%)","24 (0%)"
"org.h2.expression.Alias","960 B (0%)","30 (0%)"
"java.text.SimpleDateFormat","960 B (0%)","15 (0%)"
"java.util.IdentityHashMap","960 B (0%)","24 (0%)"
"javax.management.MBeanParameterInfo[]","952 B (0%)","39 (0%)"
"org.hibernate.internal.SessionFactoryImpl$SessionBuilderImpl","952 B (0%)","17 (0%)"
"org.springframework.ui.ModelMap","952 B (0%)","17 (0%)"
"java.security.SecureClassLoader$CodeSourceKey","944 B (0%)","59 (0%)"
"antlr.collections.impl.BitSet","944 B (0%)","59 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject","936 B (0%)","39 (0%)"
"java.net.SocksSocketImpl","936 B (0%)","9 (0%)"
"java.util.concurrent.Executors$RunnableAdapter","936 B (0%)","39 (0%)"
"com.sun.proxy.$Proxy16","928 B (0%)","58 (0%)"
"org.thymeleaf.spring5.expression.SPELContextMapWrapper","912 B (0%)","38 (0%)"
"double[]","896 B (0%)","9 (0%)"
"org.hibernate.type.descriptor.sql.DoubleTypeDescriptor$2","896 B (0%)","28 (0%)"
"org.springframework.security.web.access.expression.WebSecurityExpressionRoot","896 B (0%)","14 (0%)"
"com.fasterxml.jackson.databind.DeserializationFeature","896 B (0%)","28 (0%)"
"sun.security.provider.PolicyFile$PolicyEntry","888 B (0%)","37 (0%)"
"java.nio.ByteBuffer[]","880 B (0%)","11 (0%)"
"com.zaxxer.hikari.util.ConcurrentBag$IConcurrentBagEntry[]","880 B (0%)","11 (0%)"
"org.apache.catalina.LifecycleEvent","864 B (0%)","36 (0%)"
"com.fasterxml.jackson.databind.MapperFeature","864 B (0%)","27 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType","864 B (0%)","27 (0%)"
"org.springframework.data.repository.query.parser.Part$Type","864 B (0%)","27 (0%)"
"org.thymeleaf.spring5.view.ThymeleafView","864 B (0%)","12 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync","864 B (0%)","18 (0%)"
"org.h2.table.IndexColumn","864 B (0%)","36 (0%)"
